label,area,perimeter,y,x,radius
3,328,65.4558441227157,11.515243902439025,188.8810975609756,10.2
4,273,64.87005768508881,13.886446886446887,242.8095238095238,9.3
5,300,62.284271247461895,11.013333333333334,307.21666666666664,9.8
6,297,62.384776310850235,8.20875420875421,364.74747474747477,9.7
7,303,62.04163056034262,15.891089108910892,214.92409240924093,9.8
8,302,64.04163056034261,17.43046357615894,106.21854304635761,9.8
9,311,63.4558441227157,16.84887459807074,268.5048231511254,9.9
10,328,66.2842712474619,22.460365853658537,347.0274390243902,10.2
11,322,65.4558441227157,22.220496894409937,388.72670807453414,10.1
12,312,64.62741699796952,25.576923076923077,146.25320512820514,10.0
14,320,65.11269837220809,31.96875,228.23125,10.1
15,270,68.62741699796952,32.58518518518518,319.7518518518518,9.3
16,128,42.04163056034262,34.203125,429.515625,6.4
17,333,66.698484809835,36.612612612612615,184.80180180180182,10.3
18,280,63.11269837220809,35.41428571428571,279.10357142857146,9.4
19,295,63.21320343559642,38.12881355932203,371.8203389830509,9.7
20,313,63.45584412271571,37.70287539936102,403.9329073482428,10.0
21,291,63.35533905932738,45.32646048109966,291.38831615120273,9.6
24,318,64.38477631085023,48.9496855345912,32.0188679245283,10.1
25,313,63.45584412271571,48.79233226837061,108.42492012779553,10.0
26,319,65.21320343559643,52.087774294670844,131.33228840125392,10.1
28,331,68.52691193458118,56.39274924471299,352.96978851963746,10.3
30,121,38.72792206135786,60.79338842975206,283.495867768595,6.2
31,367,72.04163056034261,62.46594005449591,328.17711171662125,10.8
32,312,64.62741699796953,61.916666666666664,428.99679487179486,10.0
37,340,67.698484809835,63.80294117647059,220.99117647058824,10.4
40,350,66.87005768508881,68.04571428571428,171.65428571428572,10.6
41,324,65.45584412271572,70.35185185185185,246.42592592592592,10.2
42,296,64.04163056034261,78.5641891891892,78.34121621621621,9.7
43,280,61.45584412271571,78.175,372.5785714285714,9.4
44,312,63.45584412271571,79.55128205128206,115.59615384615384,10.0
45,325,65.698484809835,79.81846153846153,32.10153846153846,10.2
46,308,62.04163056034262,79.92857142857143,398.1168831168831,9.9
47,300,62.2842712474619,81.17333333333333,150.17333333333335,9.8
48,86,35.31370849898477,82.46511627906976,279.25581395348837,5.2
49,253,66.73401871576773,84.54545454545455,307.57312252964425,9.0
51,95,33.89949493661167,86.25263157894737,292.5052631578947,5.5
53,334,68.6274169979695,90.72754491017965,438.85928143712573,10.3
54,278,66.07716446627535,91.40287769784173,270.4208633093525,9.4
55,121,39.31370849898476,91.42148760330579,16.198347107438018,6.2
57,332,68.5269119345812,96.21686746987952,413.0421686746988,10.3
58,330,67.35533905932738,97.21818181818182,178.64545454545456,10.2
59,306,62.62741699796952,98.02941176470588,210.81372549019608,9.9
60,245,65.07716446627535,101.60816326530612,111.11020408163266,8.8
61,339,66.2842712474619,104.21533923303835,353.69026548672565,10.4
62,322,63.4558441227157,104.63664596273291,381.0776397515528,10.1
63,304,63.798989873223334,105.88486842105263,46.11513157894737,9.8
64,335,66.2842712474619,106.5044776119403,288.9492537313433,10.3
65,315,63.21320343559643,109.13968253968254,317.0444444444444,10.0
66,114,37.55634918610404,111.79824561403508,398.82456140350877,6.0
67,258,60.04163056034261,116.06589147286822,248.2674418604651,9.1
68,314,66.04163056034261,122.88216560509554,339.69426751592357,10.0
69,318,66.04163056034261,124.16981132075472,122.21069182389937,10.1
70,357,68.04163056034263,125.72829131652661,196.31372549019608,10.7
71,316,64.04163056034263,125.31645569620254,223.08860759493672,10.0
72,309,65.4558441227157,126.94498381877023,370.9546925566343,9.9
73,358,67.4558441227157,128.32122905027933,26.243016759776538,10.7
