label,area,perimeter,y,x,radius
1,114,37.31370849898475,13.421052631578947,13.973684210526315,6.0
2,100,36.14213562373095,12.68,74.47,5.6
3,93,33.89949493661167,13.150537634408602,138.90322580645162,5.4
5,107,35.31370849898476,13.757009345794392,242.21495327102804,5.8
6,112,36.48528137423857,15.035714285714286,272.88392857142856,6.0
7,304,62.04163056034262,8.348684210526315,328.7796052631579,9.8
8,107,36.14213562373095,15.869158878504672,258.8411214953271,5.8
9,117,36.72792206135786,15.897435897435898,424.61538461538464,6.1
10,111,35.89949493661166,17.08108108108108,123.91891891891892,5.9
11,107,36.72792206135786,17.19626168224299,295.13084112149534,5.8
12,108,35.89949493661166,20.87037037037037,370.10185185185185,5.9
13,469,105.59797974644665,17.884861407249467,186.6631130063966,12.2
14,109,35.89949493661166,22.146788990825687,401.8348623853211,5.9
15,115,37.55634918610404,23.860869565217392,47.36521739130435,6.1
16,395,73.4558441227157,25.556962025316455,153.60506329113923,11.2
17,198,54.14213562373095,22.86868686868687,27.358585858585858,7.9
19,363,72.52691193458118,27.267217630853995,91.95867768595042,10.7
20,115,36.72792206135785,28.286956521739132,231.90434782608696,6.1
21,120,37.31370849898476,28.5,280.0,6.2
22,152,49.89949493661167,32.25657894736842,28.94078947368421,7.0
26,94,34.48528137423857,29.148936170212767,334.3404255319149,5.5
27,48,27.692388155425117,31.625,202.8125,3.9
30,339,66.04163056034261,32.88790560471976,311.9587020648967,10.4
31,118,37.31370849898476,34.271186440677965,118.13559322033899,6.1
32,120,37.89949493661166,34.35,213.85,6.2
34,64,27.65685424949238,34.234375,428.859375,4.5
35,122,37.89949493661166,35.58196721311475,376.92622950819674,6.2
38,97,35.31370849898476,39.50515463917526,330.74226804123714,5.6
39,115,36.72792206135786,41.85217391304348,194.70434782608694,6.1
40,115,36.72792206135785,43.18260869565217,361.54782608695655,6.1
41,118,37.31370849898476,44.144067796610166,290.6525423728813,6.1
42,109,35.31370849898476,45.0,49.0,5.9
