label,area,perimeter,y,x,radius
1,310,63.79898987322333,15.196774193548388,46.89354838709677,9.9
3,166,52.21320343559643,11.5,72.79518072289157,7.3
4,110,36.72792206135785,11.145454545454545,131.2,5.9
5,123,39.55634918610404,10.959349593495935,153.65853658536585,6.3
6,246,75.49137802864844,9.24390243902439,94.01219512195122,8.8
7,117,38.384776310850235,23.05982905982906,61.666666666666664,6.1
8,121,37.89949493661167,28.388429752066116,82.11570247933884,6.2
11,124,38.14213562373095,29.338709677419356,121.5,6.3
14,120,37.31370849898476,32.5,144.0,6.2
16,113,36.14213562373095,37.45132743362832,69.1858407079646,6.0
17,108,35.31370849898476,42.19444444444444,12.805555555555555,5.9
19,119,38.14213562373095,44.04201680672269,128.3613445378151,6.2
20,113,36.48528137423857,47.0,109.15929203539822,6.0
23,111,36.48528137423857,51.16216216216216,163.06306306306305,5.9
24,117,37.89949493661167,52.8974358974359,62.17948717948718,6.1
25,110,36.97056274847714,53.5,83.22727272727273,5.9
26,133,41.55634918610404,56.5187969924812,27.37593984962406,6.5
27,117,39.798989873223334,59.85470085470085,147.35897435897436,6.1
28,121,37.89949493661167,63.611570247933884,116.11570247933884,6.2
29,118,37.31370849898476,68.5,19.0,6.1
30,98,34.48528137423857,70.98979591836735,100.42857142857143,5.6
31,108,35.31370849898476,76.19444444444444,42.19444444444444,5.9
32,111,35.89949493661166,76.91891891891892,137.9189189189189,5.9
33,313,63.698484809834994,78.99361022364218,166.70287539936103,10.0
34,106,37.14213562373095,87.19811320754717,52.905660377358494,5.8
36,122,38.48528137423857,92.13934426229508,64.59016393442623,6.2
37,114,37.071067811865476,92.20175438596492,147.0438596491228,6.0
38,143,47.21320343559642,95.3006993006993,87.78321678321679,6.7
39,103,35.31370849898476,96.84466019417475,132.55339805825244,5.7
40,99,36.142135623730944,98.58585858585859,15.343434343434344,5.6
42,105,35.89949493661166,101.47619047619048,36.114285714285714,5.8
43,81,32.72792206135786,101.71604938271605,105.69135802469135,5.1
44,110,35.89949493661166,102.96363636363637,49.95454545454545,5.9
45,111,36.48528137423857,107.06306306306307,92.24324324324324,5.9
46,79,31.899494936611667,113.9113924050633,136.65822784810126,5.0
48,102,35.31370849898476,119.59803921568627,180.88235294117646,5.7
49,88,33.31370849898476,119.6590909090909,144.4318181818182,5.3
50,321,65.698484809835,121.01557632398755,67.27725856697819,10.1
51,90,32.48528137423857,120.95555555555555,113.95555555555555,5.4
53,85,39.14213562373095,123.31764705882352,98.6470588235294,5.2
54,334,66.2842712474619,122.86526946107784,38.01197604790419,10.3
55,122,38.72792206135785,125.61475409836065,166.24590163934425,6.2
56,103,34.72792206135785,131.20388349514562,78.29126213592232,5.7
58,122,37.89949493661166,136.0737704918033,128.41803278688525,6.2
60,105,35.55634918610404,139.89523809523808,64.43809523809524,5.8
61,118,37.31370849898476,141.0593220338983,35.347457627118644,6.1
62,111,35.89949493661166,142.0810810810811,90.91891891891892,5.9
63,110,36.72792206135785,146.8272727272727,47.30909090909091,5.9
64,114,36.14213562373095,148.21052631578948,18.5,6.0
65,113,36.14213562373095,151.23008849557522,73.54867256637168,6.0
68,112,36.48528137423857,163.11607142857142,176.03571428571428,6.0
69,332,65.45584412271572,163.6234939759036,112.56626506024097,10.3
70,299,68.42031021678298,164.10702341137124,158.4581939799331,9.8
71,117,37.31370849898476,166.17948717948718,71.58974358974359,6.1
72,109,37.55634918610404,167.75229357798165,134.56880733944953,5.9
73,117,36.97056274847714,170.53846153846155,38.64102564102564,6.1
74,77,30.72792206135785,174.64935064935065,165.28571428571428,5.0
75,107,35.31370849898476,176.14953271028037,13.158878504672897,5.8
76,113,37.31370849898475,174.93805309734512,27.283185840707965,6.0
77,207,69.00609665440987,181.18357487922705,52.94685990338164,8.1
78,108,35.31370849898476,177.9537037037037,79.97222222222223,5.9
