label,area,perimeter,y,x,radius
1,308,63.21320343559643,15.055194805194805,46.175324675324674,9.9
2,306,63.21320343559642,9.875816993464053,173.0751633986928,9.9
3,328,65.45584412271572,28.759146341463413,65.82621951219512,10.2
4,250,59.45584412271571,28.012,101.528,8.9
5,349,67.4558441227157,35.13180515759312,140.3810888252149,10.5
6,245,56.384776310850235,39.08163265306123,88.07755102040817,8.8
7,109,35.31370849898476,46.0,109.0,5.9
8,238,58.04163056034262,50.69747899159664,181.02941176470588,8.7
9,339,66.62741699796952,51.227138643067846,27.227138643067846,10.4
10,337,65.45584412271572,62.35608308605341,148.60830860534125,10.4
11,391,80.52691193458118,63.34526854219949,116.62659846547315,11.2
14,343,69.4558441227157,74.88921282798835,71.76967930029154,10.4
15,321,65.4558441227157,78.80996884735202,134.3239875389408,10.1
16,311,63.21320343559643,78.91639871382637,166.82315112540192,9.9
17,302,62.8700576850888,82.83112582781457,21.93046357615894,9.8
18,311,62.87005768508881,84.9935691318328,50.70096463022508,9.9
19,278,61.79898987322333,93.61151079136691,108.32014388489209,9.4
20,303,63.21320343559643,96.75577557755776,86.88448844884489,9.8
21,295,63.79898987322333,101.98983050847458,12.183050847457627,9.7
22,297,63.94112549695428,103.72053872053873,143.68686868686868,9.7
23,318,65.21320343559643,117.66981132075472,162.52830188679246,10.1
24,327,66.87005768508881,119.9908256880734,66.61467889908256,10.2
25,335,65.45584412271572,121.74626865671642,38.65074626865672,10.3
26,331,64.87005768508881,121.98187311178248,102.81570996978851,10.3
27,308,63.21320343559642,137.75,8.792207792207792,9.9
28,308,62.870057685088796,138.17857142857142,117.36688311688312,9.9
29,214,63.21320343559643,138.30841121495328,67.94859813084112,8.3
32,316,64.62741699796952,149.93987341772151,92.37341772151899,10.0
33,343,66.04163056034261,160.13119533527697,51.08454810495627,10.4
34,323,66.04163056034261,163.4860681114551,112.87925696594428,10.1
35,349,68.04163056034261,164.865329512894,159.24928366762177,10.5
37,310,62.627416997969526,174.97096774193548,75.10645161290323,9.9
